publication_place_control	place_for_edits	N	diff	Source	lat	lon	est_loc	newdiff	country	country_revgeo
ru	Малаховка	2	18.6535426	geodump	55.64776	38.02486			Russia (Federation)	Russia
ru	Малаховка	2	18.6535426	google	55.6461657	38.0058248			Russia (Federation)	Russia
ru	Порт-Артур	1	83.7550244	arcgis	44.1931636	42.9048092			Russia (Federation)	Russia
ru	Пушкин	26	29.3834837	arcgis	59.7218437	30.4162159			Russia (Federation)	Russia
ru	Пушкин	26	29.3834837	geodump	59.71417	30.39642			Russia (Federation)	Russia
ru	Пушкин	26	29.3834837	geonames	43.0124	43.07046			Russia (Federation)	Russia
ru	Россия	3	8.978900649	arcgis	61.989526183	96.805371534			Russia (Federation)	Russia
ru	Россия	3	8.978900649	google	61.52401	105.318756			Russia (Federation)	Russia
ru	С.-Петербург	1815	130.4735397	arcgis	59.93863	30.31413			Russia (Federation)	Russia
ru	С.-Петербург	1815	130.4735397	google	59.9310584	30.3609097			Russia (Federation)	Russia
sa	Kimberley	1	107.760862968	geodump	-28.73226	24.76232			South Africa	South Africa
sa	Kimberley	1	107.760862968	google	-28.7435198	24.7626077			South Africa	South Africa
sp	España	3	154.327757	arcgis	40.22794966	-3.646063105			Spain	Spain
sp	España	3	154.327757	google	40.463667	-3.74922			Spain	Spain
sp	Granada	1	83.094682306	geodump	37.18817	-3.60667			Spain	Spain
sp	Granada	1	83.094682306	google	37.1824607	-3.6011676			Spain	Spain
sp	Valencia	2	96.943829	arcgis	39.4702393	-0.3768049			Spain	Spain
sp	Valencia	2	96.943829	google	39.4738338	-0.3756348			Spain	Spain
sp	Zaragoza	2	125.2784225	arcgis	41.656837	-0.8794245			Spain	Spain
sp	Zaragoza	2	125.2784225	google	41.6474339	-0.8861451			Spain	Spain
sw	Aneby	1	6.1985611	arcgis	57.865806953632	14.795249197651			Sweden	Sweden
sw	Aneby	1	6.1985611	google	57.838521	14.8178021			Sweden	Sweden
sw	Enskede	2	18.2006519	google	59.2762834	18.0385285			Sweden	Sweden
sw	Holmiae	4	10.8662473	google	59.3293235	18.0685808			Sweden	
sw	Hälsingborg	2	14.9200893	arcgis	56.04673	12.69437			Sweden	Sweden
sw	Hälsingborg	2	14.9200893	geodump	56.04673	12.69437			Sweden	Sweden
sw	Hälsingborg	2	14.9200893	google	64.1386294	19.5225599			Sweden	Sweden
sw	Hälsingborg [Rootsi]	2	14.9200893	arcgis	56.04673	12.69437			Sweden	Sweden
sw	Hälsingborg [Rootsi]	2	14.9200893	google	64.1386294	19.5225599			Sweden	Sweden
sw	Högbacka	1	8.067016705	google	61.0124335	16.9784249			Sweden	Sweden
sw	Kungälv	1	0.288603964786995	arcgis	57.87764086807	11.699822903283			Sweden	
sw	Kungälv	1	0.288603964786995	geodump	57.87096	11.98054			Sweden	Sweden
sw	Kungälv	1	0.288603964786995	google	57.869754	11.9740317			Sweden	Sweden
sw	Mores (Suecia)	1	4.72933959999999	arcgis	60.5542881	14.3402885			Sweden	Sweden
sw	Mores (Suecia)	1	4.72933959999999	google	60.128161	18.643501			Sweden	
sw	Olofsborg	1	19.3931226	arcgis	56.9140304	14.4578549			Sweden	Sweden
sw	Röhsska	1	28.7361483	google	57.6999471	11.9734108			Sweden	Sweden
sw	Stärholmen	1	24.7922266	google	58.9166667	11.1916667			Sweden	Sweden
sw	Sundsvall	4	0.274948999999999	arcgis	62.3908358	17.3069157			Sweden	Sweden
sw	Sundsvall	4	0.274948999999999	geodump	62.39129	17.3063			Sweden	Sweden
sw	Sundsvall	4	0.274948999999999	geonames	62.52813	17.44393			Sweden	Sweden
sw	Sundsvall	4	0.274948999999999	google	62.390811	17.306927			Sweden	Sweden
sw	Sverige	6	5.96743759099999	arcgis	64.712585547	17.260487956			Sweden	Sweden
sw	Sweden	1	5.96743759099999	arcgis	64.712585547	17.260487956			Sweden	Sweden
sw	Söderköping	3	0.490734591177006	geodump	58.48057	16.32221			Sweden	Sweden
sw	Söderköping	3	0.490734591177006	google	58.4759013	16.3234307			Sweden	Sweden
sw	Söderköping [Rootsi	1	0.484845191177001	google	58.4759013	16.3234307			Sweden	Sweden
sw	Viborg	1	23.612086	arcgis	56.4531219	9.4020121			Sweden	Denmark
sw	Viborg	1	23.612086	geonames	56.45319	9.40201			Sweden	Denmark
sw	Viborg	1	23.612086	google	56.452027	9.396347			Sweden	Denmark
sw	Väsby	1	9.5679718	geodump	59.51839	17.91128			Sweden	Sweden
sw	Väsby	1	9.5679718	google	59.51961	17.92834			Sweden	Sweden
sw	Wästerås	3	102.3605464	google	59.6099005	16.5448091			Sweden	Sweden
sw	Ystad	6	0.224574292042995	arcgis	55.354998371668	13.969943463711			Sweden	
sw	Ystad	6	0.224574292042995	geodump	55.42966	13.82041			Sweden	Sweden
sw	Ystad	6	0.224574292042995	geonames	55.42966	13.82041			Sweden	Sweden
sw	Ystad	6	0.224574292042995	google	55.4295051	13.8200308			Sweden	Sweden
sw	Åhus	5	155.5812291	arcgis	55.9228728	14.294172			Sweden	Sweden
sw	Åhus	5	155.5812291	geodump	55.91667	14.28333			Sweden	Sweden
sw	Åhus	5	155.5812291	google	55.9250391	14.2979949			Sweden	Sweden
sw	Åland	1	99.2629182	google	60.1785247	19.9156105			Sweden	Finland:Aland Islands:Fasta Aland
sw	Ленинград	1	1.7548116	arcgis	59.93863	30.31413			Sweden	Russia
sw	Ленинград	1	1.7548116	geodump	59.93863	30.31413			Sweden	Russia
sw	Ленинград	1	1.7548116	geonames	60	32			Sweden	Russia
sw	Ленинград	1	1.7548116	google	59.9310584	30.3609097			Sweden	Russia
sw	Estland	1	1.391121	arcgis	58.672040787	25.477224001	TRUE	0.540385787999998	Sweden	Estonia
sw	Estland	1	1.391121	google	58.595272	25.013607	TRUE	0.540385787999998	Sweden	Estonia
sz	Altdorf	1	5.22602537899999	arcgis	46.878408841	8.63860988			Switzerland	Switzerland
sz	Altdorf	1	5.22602537899999	geonames	46.88042	8.64441			Switzerland	Switzerland
sz	Baden-Baden	1	0.970215800000004	arcgis	48.761793999	8.239951			Switzerland	Germany
sz	Baden-Baden	1	0.970215800000004	geodump	48.7606	8.23975			Switzerland	Germany
sz	Baden-Baden	1	0.970215800000004	geonames	48.78232	9.17702			Switzerland	Germany
sz	Baden-Baden	1	0.970215800000004	google	48.76564	8.2285242			Switzerland	Germany
sz	Cambridge	1	81.066658035	arcgis	52.204875135	0.119708587			Switzerland	UK:Great Britain
sz	Cambridge	1	81.066658035	geodump	52.2	0.11667			Switzerland	UK:Great Britain
sz	Cambridge	1	81.066658035	google	52.1950788	0.1312729			Switzerland	UK:Great Britain
sz	Cham	17	132.1921261	google	47.181225	8.4592089			Switzerland	Switzerland
sz	Luxembourg	1	0.277947753000001	arcgis	49.776828429	6.092325247			Switzerland	Luxembourg
sz	Luxembourg	1	0.277947753000001	geodump	49.61167	6.13			Switzerland	Luxembourg
sz	Luxembourg	1	0.277947753000001	geonames	49.75	6.16667			Switzerland	Luxembourg
sz	Luxembourg	1	0.277947753000001	google	49.815273	6.129583			Switzerland	Luxembourg
un	Украина	1	0.856811428000004	arcgis	49.026898375	31.374926053			Ukraine	Ukraine
un	Украина	1	0.856811428000004	google	48.379433	31.16558			Ukraine	Ukraine
xr	V Praze	1	19.843542308982	google	50.0755381	14.4378005			Czech Republic	Czech Republic
xx	USA	1	102.882141056	arcgis	39.398703156	-99.41461919			No place, unknown, or undetermined	USA
xx	USA	1	102.882141056	geodump	35.40888	-80.58158			No place, unknown, or undetermined	USA
xx	USA	1	102.882141056	google	38.7945952	-106.5348379			No place, unknown, or undetermined	USA
xx	United States	1	102.882141056	arcgis	39.398703156	-99.41461919			No place, unknown, or undetermined	USA
xx	United States	1	102.882141056	geonames	-14.60485	-57.65625			No place, unknown, or undetermined	Brazil
xx	United States	1	102.882141056	google	38.7945952	-106.5348379			No place, unknown, or undetermined	USA
xx	V Praze	1	19.843542308982	google	50.0755381	14.4378005			No place, unknown, or undetermined	Czech Republic
xxc	Alberta	1	3.301699946	arcgis	55.169509257	-114.511042211			Canada	Canada
xxc	Alberta	1	3.301699946	google	53.9332706	-116.5765035			Canada	Canada
xxc	Canada	9	52.81045	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Canada	9	52.81045	geonames	60.10867	-113.64258			Canada	Canada
xxc	Canada	9	52.81045	google	56.130366	-106.346771			Canada	Canada
xxc	Connecticut	2	0.379161062000001	arcgis	41.57350273	-72.738305908			Canada	USA
xxc	Connecticut	2	0.379161062000001	google	41.6032207	-73.087749			Canada	USA
xxc	Elora	1	43.6218003	google	43.683715	-80.4305427			Canada	Canada
xxc	Hamilton	4	336.170313406	geodump	43.25011	-79.84963			Canada	Canada
xxc	Jõekääru (Kanada)	1	11.274113	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Jõekääru (Kanada)	1	11.274113	google	56.130366	-106.346771			Canada	Canada
xxc	Kanada	59	304.94955	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Kanada	59	304.94955	geonames	60.10867	-113.64258			Canada	Canada
xxc	Kanada	59	304.94955	google	56.130366	-106.346771			Canada	Canada
xxc	Kotka-Järve (Kanada)	1	44.01306	arcgis	54.45635	-113.9636			Canada	Canada
xxc	Kotka-Järve (Kanada)	1	44.01306	google	45.20113	-79.20576			Canada	Canada
xxc	Kotkajärve	2	119.033289651	google	45.20113	-79.20576			Canada	Canada
xxc	Kotkajärve(Kanada)	1	11.274113	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Kotkajärve(Kanada)	1	11.274113	google	56.130366	-106.346771			Canada	Canada
xxc	Markham	1	87.838924	arcgis	43.856186	-79.33675			Canada	Canada
xxc	Markham	1	87.838924	google	43.8599076	-79.3349945			Canada	Canada
xxc	Mississaugas	1	1.04206599999998	arcgis	43.58882	-79.644378			Canada	Canada
xxc	Mississaugas	1	1.04206599999998	google	42.999085	-80.096709			Canada	Canada
xxc	Moonstone (Kanada)	1	38.15809	arcgis	44.65529	-79.663757			Canada	Canada
xxc	Moonstone (Kanada)	1	38.15809	google	56.130366	-106.346771			Canada	Canada
xxc	Nelson (B.C.)	4	10.7419962	arcgis	49.492731	-117.293732			Canada	Canada
xxc	Nelson (B.C.)	4	10.7419962	google	49.4928119	-117.2948343			Canada	Canada
xxc	Ontario	2	55.442685	arcgis	50.926163435	-84.74493			Canada	Canada
xxc	Ontario	2	55.442685	geonames	43.70643	-79.39864			Canada	Canada
xxc	Ontario	2	55.442685	google	51.253775	-85.3232139			Canada	Canada
xxc	Québec	2	7.11160606600001	arcgis	53.38260342	-71.748742246			Canada	Canada
xxc	Seedrioru	5	188.1074932	google	43.6311346	-80.4641056			Canada	Canada
xxc	Seedrioru (Kanada)	1	49.6560098	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Seedrioru (Kanada)	1	49.6560098	google	43.6311346	-80.4641056			Canada	Canada
xxc	Seedriorus [Kanada]	2	11.274113	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Seedriorus [Kanada]	2	11.274113	google	56.130366	-106.346771			Canada	Canada
xxc	USA	1	102.882141056	arcgis	39.398703156	-99.41461919			Canada	USA
xxc	USA	1	102.882141056	geodump	35.40888	-80.58158			Canada	USA
xxc	USA	1	102.882141056	google	38.7945952	-106.5348379			Canada	USA
xxc	Victoria (B.C.)	5	355.8873951	arcgis	48.428409	-123.365642			Canada	Canada:Vancouver Island
xxc	Victoria (B.C.)	5	355.8873951	google	48.4284207	-123.3656444			Canada	Canada:Vancouver Island
xxc	Warkworth	1	268.0243083	arcgis	-36.395241285	174.654768138			Canada	New Zealand:North Island
xxc	Warkworth	1	268.0243083	google	-36.3970407	174.6605976			Canada	New Zealand:North Island
xxk	Abingdon	3	95.6558247	arcgis	51.6700706	-1.2850126			United Kingdom	UK:Great Britain
xxk	Abingdon	3	95.6558247	geodump	51.67109	-1.28278			United Kingdom	UK:Great Britain
xxk	Brookfield	1	1.50435499999999	arcgis	43.060789	-88.119216			United Kingdom	USA
xxk	Brookfield	1	1.50435499999999	geodump	41.82392	-87.85173			United Kingdom	USA
xxk	Brookfield	1	1.50435499999999	geonames	43.06057	-88.10648			United Kingdom	USA
xxk	Burlington	2	7.59109100000001	geodump	36.09569	-79.4378			United Kingdom	USA
xxk	Cambridge	22	81.066658035	arcgis	52.204875135	0.119708587			United Kingdom	UK:Great Britain
xxk	Cambridge	22	81.066658035	geodump	52.2	0.11667			United Kingdom	UK:Great Britain
xxk	Cambridge	22	81.066658035	google	52.1950788	0.1312729			United Kingdom	UK:Great Britain
xxk	Cardiff [et al.]	2	101.6029181	google	51.483707	-3.1680962			United Kingdom	UK:Great Britain
xxk	England	6	108.844570975495	arcgis	52.594120675495	-1.464804237047			United Kingdom	UK:Great Britain
xxk	England	6	108.844570975495	google	52.3555177	-1.1743197			United Kingdom	UK:Great Britain
xxk	Great Britain	1	3.436077851	arcgis	53.408386605	-1.969559544			United Kingdom	UK:Great Britain
xxk	Great Britain	1	3.436077851	google	55.378051	-3.435973			United Kingdom	UK:Great Britain
xxk	India	1	83.816152548	arcgis	23.379379735	79.443326548			United Kingdom	India
xxk	India	1	83.816152548	geonames	22	79			United Kingdom	India
xxk	India	1	83.816152548	google	20.593684	78.96288			United Kingdom	India
xxk	Inglismaa	2	0.666267400000003	arcgis	52.16045	-0.70312			United Kingdom	UK:Great Britain
xxk	Inglismaa	2	0.666267400000003	google	52.3555177	-1.1743197			United Kingdom	UK:Great Britain
xxk	Kent (England)	1	0.259155199999996	arcgis	51.23667	0.72393			United Kingdom	UK:Great Britain
xxk	Kent (England)	1	0.259155199999996	google	51.0928319	0.8392471			United Kingdom	UK:Great Britain
xxk	Malden	1	81.0541836	geodump	51.7311	0.67463			United Kingdom	UK:Great Britain
xxk	Netherlands	2	0.441602691000002	arcgis	52.249375293	5.616126398			United Kingdom	Netherlands
xxk	Netherlands	2	0.441602691000002	google	52.132633	5.291266			United Kingdom	Netherlands
xxk	Newcastle	1	241.3027196	google	54.978252	-1.61778			United Kingdom	UK:Great Britain
xxk	Oxford	15	268.2599463	arcgis	51.751982637	-1.257628796			United Kingdom	UK:Great Britain
xxk	Oxford	15	268.2599463	geodump	51.75222	-1.25596			United Kingdom	UK:Great Britain
xxk	Oxford	15	268.2599463	google	51.7520209	-1.2577263			United Kingdom	UK:Great Britain
xxk	Richmond	3	135.9647904	google	51.4613262	-0.3035268			United Kingdom	UK:Great Britain
xxk	Suurbritannia	4	3.436077851	arcgis	53.408386605	-1.969559544			United Kingdom	UK:Great Britain
xxk	Suurbritannia	4	3.436077851	geonames	54.75844	-2.69531			United Kingdom	UK:Great Britain
xxk	Suurbritannia	4	3.436077851	google	55.378051	-3.435973			United Kingdom	UK:Great Britain
xxk	U.S.	1	7.724326666	arcgis	39.398703156	-99.41461919			United Kingdom	USA
xxk	U.S.	1	7.724326666	google	38.7945952	-106.5348379			United Kingdom	USA
xxk	USA	1	102.882141056	arcgis	39.398703156	-99.41461919			United Kingdom	USA
xxk	USA	1	102.882141056	geodump	35.40888	-80.58158			United Kingdom	USA
xxk	USA	1	102.882141056	google	38.7945952	-106.5348379			United Kingdom	USA
xxk	United Kingdom	4	3.436077851	arcgis	53.408386605	-1.969559544			United Kingdom	UK:Great Britain
xxk	United Kingdom	4	3.436077851	geonames	54.75844	-2.69531			United Kingdom	UK:Great Britain
xxk	United Kingdom	4	3.436077851	google	55.378051	-3.435973			United Kingdom	UK:Great Britain
xxk	Šotimaa	1	22.6708646	google	56.4906712	-4.2026458			United Kingdom	UK:Great Britain
xxk	Eesti	1	1.391121	arcgis	58.672040787	25.477224001	TRUE	0.540385787999998	United Kingdom	Estonia
xxk	Eesti	1	1.391121	google	58.595272	25.013607	TRUE	0.540385787999998	United Kingdom	Estonia
xxu	Ameerika Ühendriigid	2	7.724326666	arcgis	39.398703156	-99.41461919			United States	USA
xxu	Ameerika Ühendriigid	2	7.724326666	google	38.7945952	-106.5348379			United States	USA
xxu	Andover	1	78.2114575	google	42.6583356	-71.1367953			United States	USA
xxu	Bayside	2	297.4951292	arcgis	40.76844	-73.77708			United States	USA:New York:Long Island
xxu	Bayside	2	297.4951292	geodump	40.76844	-73.77708			United States	USA:New York:Long Island
xxu	Bloomington	14	12.7155053	arcgis	44.826255	-93.303856			United States	USA
xxu	Bloomington	14	12.7155053	geodump	44.8408	-93.29828			United States	USA
xxu	Bloomington	14	12.7155053	geonames	45.10336	-93.27531			United States	USA
xxu	Bloomington	14	12.7155053	google	39.165325	-86.5263857			United States	USA
xxu	Brookfield	1	1.50435499999999	arcgis	43.060789	-88.119216			United States	USA
xxu	Brookfield	1	1.50435499999999	geodump	41.82392	-87.85173			United States	USA
xxu	Brookfield	1	1.50435499999999	geonames	43.06057	-88.10648			United States	USA
xxu	Brooklyn (N.Y.)	19	0.969873700000001	arcgis	40.692529	-73.990996			United States	USA:New York:Long Island
xxu	Brooklyn (N.Y.)	19	0.969873700000001	google	40.6781784	-73.9441579			United States	USA:New York:Long Island
xxu	Burlington	1	7.59109100000001	geodump	36.09569	-79.4378			United States	USA
xxu	California	1	44.836776707	arcgis	36.374105693	-119.27023			United States	USA
xxu	California	1	44.836776707	geodump	38.3004	-76.50745			United States	USA
xxu	California	1	44.836776707	google	36.778261	-119.4179324			United States	USA
xxu	Columbia	4	38.058649272	geodump	34.00071	-81.03481			United States	USA
xxu	Connecticut	1	0.379161062000001	arcgis	41.57350273	-72.738305908			United States	USA
xxu	Connecticut	1	0.379161062000001	google	41.6032207	-73.087749			United States	USA
xxu	Englewood	1	55.9405827	arcgis	40.893635	-73.974372			United States	USA
xxu	Englewood	1	55.9405827	geodump	47.5301	-122.03262			United States	USA
xxu	Englewood	1	55.9405827	google	39.6477653	-104.9877597			United States	USA
xxu	Great Britain	1	3.436077851	arcgis	53.408386605	-1.969559544			United States	UK:Great Britain
xxu	Great Britain	1	3.436077851	google	55.378051	-3.435973			United States	UK:Great Britain
xxu	Hillsborough	1	20.1891621	arcgis	40.504569	-74.67298			United States	USA
xxu	Hillsborough	1	20.1891621	geodump	40.4776	-74.62682			United States	USA
xxu	Hillsborough	1	20.1891621	google	27.9903597	-82.3017728			United States	USA
xxu	Hillsborough (USA)	1	8.8559054	arcgis	40.504569	-74.67298			United States	USA
xxu	Hillsborough (USA)	1	8.8559054	google	36.0754183	-79.0997347			United States	USA
xxu	Huntsville	1	17.9665782	arcgis	34.7295402	-86.5853044			United States	USA
xxu	Huntsville	1	17.9665782	geodump	34.7304	-86.58594			United States	USA
xxu	Kanada	1	304.94955	arcgis	60.10867	-113.64258			United States	Canada
xxu	Kanada	1	304.94955	geonames	60.10867	-113.64258			United States	Canada
xxu	Kanada	1	304.94955	google	56.130366	-106.346771			United States	Canada
xxu	Kempton [USA]	1	12.6949322	arcgis	40.93571	-88.237848			United States	USA
xxu	Kempton [USA]	1	12.6949322	google	40.6262044	-75.8524214			United States	USA
xxu	Lakewood	20	61.6203234	arcgis	40.0899122	-74.2162697			United States	USA
xxu	Lakewood	20	61.6203234	geodump	39.70471	-105.08137			United States	USA
xxu	Lakewood	20	61.6203234	geonames	47.17176	-122.51846			United States	USA
xxu	Lakewood	20	61.6203234	google	33.8536269	-118.1339563			United States	USA
xxu	Loveland	1	21.9372547	arcgis	40.394386	-105.070584			United States	USA
xxu	Loveland	1	21.9372547	geodump	39.26895	-84.26383			United States	USA
xxu	Loveland	1	21.9372547	google	40.395451	-105.0745837			United States	USA
xxu	Massachusetts	2	0.384287976000003	arcgis	42.358670324	-71.718185			United States	USA
xxu	Massachusetts	2	0.384287976000003	google	42.4072107	-71.3824374			United States	USA
xxu	Middletown	1	13.798205	arcgis	39.515749	-84.4022819			United States	USA
xxu	Middletown	1	13.798205	geodump	40.39428	-74.11709			United States	USA
xxu	Middletown	1	13.798205	google	41.5623209	-72.6506488			United States	USA
xxu	Minnesota	1	3.95550241700001	arcgis	46.348855766	-94.200790583			United States	USA
xxu	Minnesota	1	3.95550241700001	geodump	44.55885	-95.98559			United States	USA
xxu	Minnesota	1	3.95550241700001	google	46.729553	-94.6858998			United States	USA
xxu	New Jersey	1	13.557420447	arcgis	39.613348353	-74.728565			United States	USA
xxu	New Jersey	1	13.557420447	geodump	41.94394	-85.63249			United States	USA
xxu	New Jersey	1	13.557420447	google	40.0583238	-74.4056612			United States	USA
xxu	Ohio	2	0.200138115000009	arcgis	40.413056799	-82.711215186			United States	USA
xxu	Ohio	2	0.200138115000009	google	40.4172871	-82.907123			United States	USA
xxu	Ontario	2	55.442685	geodump	34.06334	-117.65089			United States	USA
xxu	Philadelphia (Wilmington)	1	0.519160323827997	arcgis	39.770002365021	-75.501800288849			United States	USA
xxu	Philadelphia (Wilmington)	1	0.519160323827997	google	39.9525839	-75.1652215			United States	USA
xxu	Pierre (S.Dak.)	1	39.1655948	arcgis	24.916416	-80.638529			United States	USA:13
xxu	Pierre (S.Dak.)	1	39.1655948	google	44.3667876	-100.3537522			United States	USA
xxu	Prospect Heights	1	17.0267996	arcgis	42.09708	-87.934353			United States	USA
xxu	Prospect Heights	1	17.0267996	geodump	40.74726	-89.57398			United States	USA
xxu	Prospect Heights	1	17.0267996	google	40.6774196	-73.9668408			United States	USA:New York:Long Island
xxu	Queens Village (New Jersey)	2	15.0200059	google	40.7156628	-73.7419017			United States	USA:New York:Long Island
xxu	Richmond	5	135.9647904	arcgis	37.540759	-77.433932			United States	USA
xxu	Richmond	5	135.9647904	geodump	37.55376	-77.46026			United States	USA
xxu	Richmond	5	135.9647904	geonames	37.93576	-122.34775			United States	USA
xxu	Richmond [USA]	4	45.3088534	arcgis	37.540759	-77.433932			United States	USA
xxu	Richmond [USA]	4	45.3088534	geonames	37.93576	-122.34775			United States	USA
xxu	Richmond [USA]	4	45.3088534	google	37.5407246	-77.4360481			United States	USA
xxu	Rochester	1	15.7145715	arcgis	44.019331	-92.458867			United States	USA
xxu	Rochester	1	15.7145715	geodump	43.15478	-77.61556			United States	USA
xxu	Rochester	1	15.7145715	google	43.1565779	-77.6088465			United States	USA
xxu	San Francisco	15	58.9116286	arcgis	37.7800771	-122.4201615			United States	USA
xxu	San Francisco	15	58.9116286	geodump	37.77493	-122.41942			United States	USA
xxu	San Francisco	15	58.9116286	google	37.7749295	-122.4194155			United States	USA
xxu	Santa Ana	2	258.174419	arcgis	33.749738	-117.869781			United States	USA
xxu	Santa Ana	2	258.174419	google	33.7454725	-117.867653			United States	USA
xxu	Seabrook	2	60.0417999	arcgis	38.973912	-76.85665			United States	USA
xxu	Seaside	1	42.0011263	arcgis	36.6043499	-121.8546353			United States	USA
xxu	Seaside	1	42.0011263	geodump	36.61107	-121.85162			United States	USA
xxu	Seaside	1	42.0011263	google	30.3216504	-86.1429286			United States	USA
xxu	Takoma Park (Cal.)	2	43.1990833	arcgis	39.061819	-120.122629			United States	USA
xxu	Takoma Park (Cal.)	2	43.1990833	google	38.9778882	-77.0074765			United States	USA
xxu	U.S.A.	1	7.724326666	arcgis	39.398703156	-99.41461919			United States	USA
xxu	U.S.A.	1	7.724326666	google	38.7945952	-106.5348379			United States	USA
xxu	USA	83	102.882141056	arcgis	39.398703156	-99.41461919			United States	USA
xxu	USA	83	102.882141056	geodump	35.40888	-80.58158			United States	USA
xxu	USA	83	102.882141056	google	38.7945952	-106.5348379			United States	USA
xxu	United States	12	102.882141056	arcgis	39.398703156	-99.41461919			United States	USA
xxu	United States	12	102.882141056	google	38.7945952	-106.5348379			United States	USA
xxu	United States of America	2	7.724326666	arcgis	39.398703156	-99.41461919			United States	USA
xxu	United States of America	2	7.724326666	google	38.7945952	-106.5348379			United States	USA
xxu	Washington	52	52.5792382	arcgis	38.8920621	-77.0199124			United States	USA
xxu	Washington	52	52.5792382	geodump	38.89511	-77.03637			United States	USA
xxu	Washington	52	52.5792382	geonames	38.89511	-77.03637			United States	USA
xxu	Washington	52	52.5792382	google	47.7510741	-120.7401386			United States	USA
xxu	Woodsville	3	55.2283849	arcgis	44.1421692	-72.0293451			United States	USA
xxu	Woodsville	3	55.2283849	geodump	36.09356	-119.199			United States	USA
xxu	Woodsville	3	55.2283849	geonames	44.15229	-72.03731			United States	USA
xxu	Woodsville	3	55.2283849	google	44.1512867	-72.0367187			United States	USA
